日期,产品,销售额,销量,成本,利润,部门,地区
2022-04-28,产品C,9436,245,5550,3886,销售部,华南
2022-04-29,产品D,20895,245,14526,6369,销售部,西南
2022-04-30,产品E,38129,423,20030,18099,销售部,华中
2022-05-01,产品A,4430,349,2752,1678,销售部,华东
2022-05-02,产品B,33733,186,14611,19122,销售部,华北
2022-05-03,产品C,34933,385,16983,17950,销售部,华南
2022-05-04,产品D,33913,455,19558,14355,销售部,西南
2022-05-05,产品E,26280,446,18299,7981,销售部,华中
2022-05-06,产品A,36400,408,18756,17644,销售部,华东
2022-05-07,产品B,24895,461,11588,13307,销售部,华北
2022-05-08,产品C,44001,302,27980,16021,销售部,华南
2022-05-09,产品D,42898,389,22533,20365,销售部,西南
2022-05-10,产品E,41970,71,24511,17459,销售部,华中
2022-05-11,产品A,49280,208,34365,14915,销售部,华东
2022-05-12,产品B,49988,72,23452,26536,销售部,华北
2022-05-13,产品C,37332,375,17516,19816,销售部,华南
2022-05-14,产品D,18320,250,12589,5731,销售部,西南
2022-05-15,产品E,15199,271,9730,5469,销售部,华中
2022-05-16,产品A,9245,56,4297,4948,销售部,华东
2022-05-17,产品B,47600,108,27569,20031,销售部,华北
2022-05-18,产品C,31448,70,15034,16414,销售部,华南
2022-05-19,产品D,19850,187,10865,8985,销售部,西南
2022-05-20,产品E,48319,12,31153,17166,销售部,华中
2022-05-21,产品A,8287,390,4649,3638,销售部,华东
2022-05-22,产品B,38443,407,25296,13147,销售部,华北
2022-05-23,产品C,18674,114,9661,9013,销售部,华南
2022-05-24,产品D,44642,485,24240,20402,销售部,西南
2022-05-25,产品E,18602,418,12196,6406,销售部,华中
2022-05-26,产品A,29841,18,14882,14959,销售部,华东
2022-05-27,产品B,43520,270,27006,16514,销售部,华北
2022-05-28,产品C,16585,481,7891,8694,销售部,华南
2022-05-29,产品D,5133,337,3124,2009,销售部,西南
2022-05-30,产品E,6295,99,3523,2772,销售部,华中
2022-05-31,产品A,41996,325,18177,23819,销售部,华东
2022-06-01,产品B,42755,462,29819,12936,销售部,华北
2022-06-02,产品C,39001,49,25930,13071,销售部,华南
2022-06-03,产品D,3396,124,2198,1198,销售部,西南
2022-06-04,产品E,2591,49,1563,1028,销售部,华中
2022-06-05,产品A,27572,246,17099,10473,销售部,华东
2022-06-06,产品B,21695,156,14328,7367,销售部,华北
2022-06-07,产品C,3139,362,1403,1736,销售部,华南
2022-06-08,产品D,19088,278,12428,6660,销售部,西南
2022-06-09,产品E,33088,190,19986,13102,销售部,华中
2022-06-10,产品A,21670,164,13561,8109,销售部,华东
2022-06-11,产品B,23534,142,15632,7902,销售部,华北
2022-06-12,产品C,10017,258,4094,5923,销售部,华南
2022-06-13,产品D,48638,435,21335,27303,销售部,西南
2022-06-14,产品E,23890,446,14884,9006,销售部,华中
2022-06-15,产品A,37766,91,24373,13393,销售部,华东
2022-06-16,产品B,49845,86,27526,22319,销售部,华北
2022-06-17,产品C,34062,459,16557,17505,销售部,华南
2022-06-18,产品D,10882,122,6180,4702,销售部,西南
2022-06-19,产品E,32966,363,19456,13510,销售部,华中
2022-06-20,产品A,32575,374,20651,11924,销售部,华东
2022-06-21,产品B,6445,476,4049,2396,销售部,华北
2022-06-22,产品C,30257,242,20843,9414,销售部,华南
2022-06-23,产品D,2435,69,1105,1330,销售部,西南
2022-06-24,产品E,27660,486,17609,10051,销售部,华中
2022-06-25,产品A,8059,361,5087,2972,销售部,华东
2022-06-26,产品B,8491,228,3820,4671,销售部,华北
2022-06-27,产品C,15859,415,9714,6145,销售部,华南
2022-06-28,产品D,10077,202,4205,5872,销售部,西南
2022-06-29,产品E,12383,219,8190,4193,销售部,华中
2022-06-30,产品A,38567,184,26636,11931,销售部,华东
2022-07-01,产品B,12939,260,5680,7259,销售部,华北
2022-07-02,产品C,36196,469,14745,21451,销售部,华南
2022-07-03,产品D,45064,143,23052,22012,销售部,西南
2022-07-04,产品E,28570,468,17284,11286,销售部,华中
2022-07-05,产品A,45569,491,21968,23601,销售部,华东
2022-07-06,产品B,37124,13,19596,17528,销售部,华北
2022-07-07,产品C,7540,498,3386,4154,销售部,华南
2022-07-08,产品D,42846,294,26054,16792,销售部,西南
2022-07-09,产品E,24411,297,10367,14044,销售部,华中
2022-07-10,产品A,14261,93,8504,5757,销售部,华东
2022-07-11,产品B,23042,204,15789,7253,销售部,华北
2022-07-12,产品C,48851,449,25876,22975,销售部,华南
2022-07-13,产品D,40214,473,26428,13786,销售部,西南
2022-07-14,产品E,49901,156,24065,25836,销售部,华中
2022-07-15,产品A,6626,266,3287,3339,销售部,华东
2022-07-16,产品B,20982,171,9734,11248,销售部,华北
2022-07-17,产品C,27431,290,16855,10576,销售部,华南
2022-07-18,产品D,27385,280,14827,12558,销售部,西南
2022-07-19,产品E,20994,81,9400,11594,销售部,华中
2022-07-20,产品A,6776,102,4289,2487,销售部,华东
2022-07-21,产品B,9782,36,6391,3391,销售部,华北
2022-07-22,产品C,31707,208,18639,13068,销售部,华南
2022-07-23,产品D,18343,437,7516,10827,销售部,西南
2022-07-24,产品E,45859,387,26827,19032,销售部,华中
2022-07-25,产品A,1526,162,610,916,销售部,华东
2022-07-26,产品B,12536,391,7592,4944,销售部,华北
2022-07-27,产品C,35531,18,16349,19182,销售部,华南
2022-07-28,产品D,10208,453,4279,5929,销售部,西南
2022-07-29,产品E,6109,126,3525,2584,销售部,华中
2022-07-30,产品A,17967,404,12492,5475,销售部,华东
2022-07-31,产品B,37935,286,15998,21937,销售部,华北
2022-08-01,产品C,31015,347,16871,14144,销售部,华南
2022-08-02,产品D,42125,41,25152,16973,销售部,西南
2022-08-03,产品E,42688,298,29275,13413,销售部,华中
2022-08-04,产品A,31087,276,16916,14171,销售部,华东
2022-08-05,产品B,47167,50,22291,24876,销售部,华北
2022-08-06,产品C,39559,472,21744,17815,销售部,华南
2022-08-07,产品D,30781,101,18799,11982,销售部,西南
2022-08-08,产品E,9905,433,3991,5914,销售部,华中
2022-08-09,产品A,7368,298,4897,2471,销售部,华东
2022-08-10,产品B,19333,426,12515,6818,销售部,华北
2022-08-11,产品C,44201,175,25206,18995,销售部,华南
2022-08-12,产品D,11361,152,5226,6135,销售部,西南
2022-08-13,产品E,10078,437,4347,5731,销售部,华中
2022-08-14,产品A,7090,326,4338,2752,销售部,华东
2022-08-15,产品B,2925,18,1991,934,销售部,华北
2022-08-16,产品C,27015,50,16552,10463,销售部,华南
2022-08-17,产品D,37679,187,22139,15540,销售部,西南
2022-08-18,产品E,26683,327,15574,11109,销售部,华中
2022-08-19,产品A,36198,16,21655,14543,销售部,华东
2022-08-20,产品B,33975,397,19679,14296,销售部,华北
2022-08-21,产品C,17405,419,9473,7932,销售部,华南
2022-08-22,产品D,22288,197,13806,8482,销售部,西南
2022-08-23,产品E,47026,475,19661,27365,销售部,华中
2022-08-24,产品A,11326,21,5072,6254,销售部,华东
2022-08-25,产品B,14612,252,6805,7807,销售部,华北
2022-08-26,产品C,21022,247,10533,10489,销售部,华南
2022-08-27,产品D,19311,230,12299,7012,销售部,西南
2022-08-28,产品E,5790,297,3181,2609,销售部,华中
2022-08-29,产品A,21049,463,12961,8088,销售部,华东
2022-08-30,产品B,1661,46,1160,501,销售部,华北
2022-08-31,产品C,3920,68,2332,1588,销售部,华南
2022-09-01,产品D,15025,252,9076,5949,销售部,西南
2022-09-02,产品E,40004,447,16369,23635,销售部,华中
2022-09-03,产品A,34120,400,18383,15737,销售部,华东
2022-09-04,产品B,8005,222,4948,3057,销售部,华北
2022-09-05,产品C,1956,33,1032,924,销售部,华南
2022-09-06,产品D,13803,229,7057,6746,销售部,西南
2022-09-07,产品E,40443,453,16663,23780,销售部,华中
2022-09-08,产品A,16282,105,9385,6897,销售部,华东
2022-09-09,产品B,26849,126,13925,12924,销售部,华北
2022-09-10,产品C,13003,75,7532,5471,销售部,华南
2022-09-11,产品D,12171,271,7260,4911,销售部,西南
2022-09-12,产品E,30426,380,14761,15665,销售部,华中
2022-09-13,产品A,22116,277,11393,10723,销售部,华东
2022-09-14,产品B,34297,49,22320,11977,销售部,华北
2022-09-15,产品C,28490,291,17514,10976,销售部,华南
2022-09-16,产品D,24279,487,11020,13259,销售部,西南
2022-09-17,产品E,42899,23,29661,13238,销售部,华中
2022-09-18,产品A,34142,302,22407,11735,销售部,华东
2022-09-19,产品B,5648,327,2424,3224,销售部,华北
2022-09-20,产品C,30052,120,17366,12686,销售部,华南
2022-09-21,产品D,36046,482,21583,14463,销售部,西南
2022-09-22,产品E,4814,335,2867,1947,销售部,华中
2022-09-23,产品A,27616,37,13184,14432,销售部,华东
2022-09-24,产品B,44006,458,27813,16193,销售部,华北
2022-09-25,产品C,33419,310,15743,17676,销售部,华南
2022-09-26,产品D,40198,404,26736,13462,销售部,西南
2022-09-27,产品E,34397,279,17173,17224,销售部,华中
2022-09-28,产品A,6724,275,4039,2685,销售部,华东
2022-09-29,产品B,20816,266,11133,9683,销售部,华北
2022-09-30,产品C,39663,180,27152,12511,销售部,华南
2022-10-01,产品D,44320,73,22504,21816,销售部,西南
2022-10-02,产品E,43267,130,25166,18101,销售部,华中
2022-10-03,产品A,7116,213,3859,3257,销售部,华东
2022-10-04,产品B,37336,129,23958,13378,销售部,华北
2022-10-05,产品C,18774,216,10653,8121,销售部,华南
2022-10-06,产品D,18658,454,7654,11004,销售部,西南
2022-10-07,产品E,17001,466,9509,7492,销售部,华中
2022-10-08,产品A,26619,291,10961,15658,销售部,华东
2022-10-09,产品B,40030,44,21442,18588,销售部,华北
2022-10-10,产品C,29404,68,14550,14854,销售部,华南
2022-10-11,产品D,10200,188,4207,5993,销售部,西南
2022-10-12,产品E,42235,190,22974,19261,销售部,华中
2022-10-13,产品A,39138,308,15859,23279,销售部,华东
2022-10-14,产品B,46272,315,32016,14256,销售部,华北
2022-10-15,产品C,16398,232,7809,8589,销售部,华南
2022-10-16,产品D,7570,187,3806,3764,销售部,西南
2022-10-17,产品E,14605,349,6392,8213,销售部,华中
2022-10-18,产品A,39525,310,17512,22013,销售部,华东
2022-10-19,产品B,2969,243,1840,1129,销售部,华北
2022-10-20,产品C,11225,350,4806,6419,销售部,华南
2022-10-21,产品D,43759,166,23329,20430,销售部,西南
2022-10-22,产品E,38380,95,18291,20089,销售部,华中
2022-10-23,产品A,49320,320,34207,15113,销售部,华东
2022-10-24,产品B,23473,423,12890,10583,销售部,华北
2022-10-25,产品C,16504,35,10903,5601,销售部,华南
2022-10-26,产品D,32463,378,13281,19182,销售部,西南
2022-10-27,产品E,43823,354,26594,17229,销售部,华中
2022-10-28,产品A,36840,156,25134,11706,销售部,华东
2022-10-29,产品B,47733,62,28644,19089,销售部,华北
2022-10-30,产品C,27984,99,14119,13865,销售部,华南
2022-10-31,产品D,5033,201,2085,2948,销售部,西南
2022-11-01,产品E,6704,170,3499,3205,销售部,华中
2022-11-02,产品A,46743,278,29668,17075,销售部,华东
2022-11-03,产品B,20614,498,8920,11694,销售部,华北
2022-11-04,产品C,49508,111,24660,24848,销售部,华南
2022-11-05,产品D,27213,28,17480,9733,销售部,西南
2022-11-06,产品E,8761,406,5601,3160,销售部,华中
2022-11-07,产品A,26426,374,17054,9372,销售部,华东
2022-11-08,产品B,2367,319,1407,960,销售部,华北
2022-11-09,产品C,4726,74,2409,2317,销售部,华南
2022-11-10,产品D,38574,152,23477,15097,销售部,西南
2022-11-11,产品E,36643,102,19589,17054,销售部,华中
2022-11-12,产品A,46360,233,23735,22625,销售部,华东
2022-11-13,产品B,23443,111,9891,13552,销售部,华北
2022-11-14,产品C,40778,465,24485,16293,销售部,华南
2022-11-15,产品D,26537,439,14598,11939,销售部,西南
2022-11-16,产品E,23612,291,16184,7428,销售部,华中
2022-11-17,产品A,44461,421,18126,26335,销售部,华东
2022-11-18,产品B,2177,162,1119,1058,销售部,华北
2022-11-19,产品C,17353,313,9961,7392,销售部,华南
2022-11-20,产品D,12563,237,7316,5247,销售部,西南
2022-11-21,产品E,26519,352,17075,9444,销售部,华中
2022-11-22,产品A,27987,388,15571,12416,销售部,华东
2022-11-23,产品B,25596,416,13546,12050,销售部,华北
2022-11-24,产品C,5431,312,2288,3143,销售部,华南
2022-11-25,产品D,40310,290,24041,16269,销售部,西南
2022-11-26,产品E,37914,280,17408,20506,销售部,华中
2022-11-27,产品A,38650,299,17388,21262,销售部,华东
2022-11-28,产品B,8151,382,3956,4195,销售部,华北
2022-11-29,产品C,37378,166,23955,13423,销售部,华南
2022-11-30,产品D,32010,145,15793,16217,销售部,西南
2022-12-01,产品E,43641,11,21025,22616,销售部,华中
2022-12-02,产品A,24171,99,10552,13619,销售部,华东
2022-12-03,产品B,35054,360,23059,11995,销售部,华北
2022-12-04,产品C,30734,406,13995,16739,销售部,华南
2022-12-05,产品D,24486,321,15622,8864,销售部,西南
2022-12-06,产品E,9636,307,6507,3129,销售部,华中
2022-12-07,产品A,43435,383,27876,15559,销售部,华东
2022-12-08,产品B,43368,181,17912,25456,销售部,华北
2022-12-09,产品C,14673,56,10057,4616,销售部,华南
2022-12-10,产品D,16222,415,10475,5747,销售部,西南
2022-12-11,产品E,24253,229,11360,12893,销售部,华中
2022-12-12,产品A,38384,280,22389,15995,销售部,华东
2022-12-13,产品B,11617,130,7573,4044,销售部,华北
2022-12-14,产品C,7295,217,4136,3159,销售部,华南
2022-12-15,产品D,35084,77,16925,18159,销售部,西南
2022-12-16,产品E,37451,69,22524,14927,销售部,华中
2022-12-17,产品A,24384,155,15361,9023,销售部,华东
2022-12-18,产品B,4040,448,2326,1714,销售部,华北
2022-12-19,产品C,27160,492,17946,9214,销售部,华南
2022-12-20,产品D,30344,128,17011,13333,销售部,西南
2022-12-21,产品E,42621,441,21041,21580,销售部,华中
2022-12-22,产品A,28042,485,12951,15091,销售部,华东
2022-12-23,产品B,27122,147,12938,14184,销售部,华北
2022-12-24,产品C,40420,450,22191,18229,销售部,华南
2022-12-25,产品D,34537,329,15228,19309,销售部,西南
2022-12-26,产品E,29482,51,15580,13902,销售部,华中
2022-12-27,产品A,32910,434,20000,12910,销售部,华东
2022-12-28,产品B,45311,197,29253,16058,销售部,华北
2022-12-29,产品C,39467,227,19779,19688,销售部,华南
2022-12-30,产品D,32007,176,20221,11786,销售部,西南
2022-12-31,产品E,13323,241,7908,5415,销售部,华中
2022-01-01,产品A,8843,396,4601,4242,销售部,华东
2022-01-02,产品B,11106,79,5625,5481,销售部,华北
2022-01-03,产品C,7704,325,3237,4467,销售部,华南
2022-01-04,产品D,11756,437,5526,6230,销售部,西南
2022-01-05,产品E,15484,273,10281,5203,销售部,华中
2022-01-06,产品A,9258,309,4604,4654,销售部,华东
2022-01-07,产品B,41194,351,24751,16443,销售部,华北
2022-01-08,产品C,20201,111,11460,8741,销售部,华南
2022-01-09,产品D,10686,295,5343,5343,销售部,西南
2022-01-10,产品E,1661,309,708,953,销售部,华中
2022-01-11,产品A,48556,342,28671,19885,销售部,华东
2022-01-12,产品B,4374,320,2452,1922,销售部,华北
2022-01-13,产品C,24197,130,15644,8553,销售部,华南
2022-01-14,产品D,4083,154,2001,2082,销售部,西南
2022-01-15,产品E,21103,477,11447,9656,销售部,华中
2022-01-16,产品A,16901,246,7367,9534,销售部,华东
2022-01-17,产品B,49231,127,34350,14881,销售部,华北
2022-01-18,产品C,42323,330,27620,14703,销售部,华南
2022-01-19,产品D,33916,93,19911,14005,销售部,西南
2022-01-20,产品E,27342,297,11984,15358,销售部,华中
2022-01-21,产品A,12023,469,7629,4394,销售部,华东
2022-01-22,产品B,20169,151,8779,11390,销售部,华北
2022-01-23,产品C,6782,123,3407,3375,销售部,华南
2022-01-24,产品D,19792,350,9973,9819,销售部,西南
2022-01-25,产品E,48864,466,27017,21847,销售部,华中
2022-01-26,产品A,39067,199,20868,18199,销售部,华东
2022-01-27,产品B,37035,475,20543,16492,销售部,华北
2022-01-28,产品C,18826,415,10337,8489,销售部,华南
2022-01-29,产品D,5437,325,3563,1874,销售部,西南
2022-01-30,产品E,37875,248,19662,18213,销售部,华中
2022-01-31,产品A,26169,438,13455,12714,销售部,华东
2022-02-01,产品B,46033,167,28375,17658,销售部,华北
2022-02-02,产品C,29495,16,14493,15002,销售部,华南
2022-02-03,产品D,9264,408,4825,4439,销售部,西南
2022-02-04,产品E,7721,356,4698,3023,销售部,华中
2022-02-05,产品A,8373,285,4788,3585,销售部,华东
2022-02-06,产品B,29937,34,17140,12797,销售部,华北
2022-02-07,产品C,30984,173,18029,12955,销售部,华南
2022-02-08,产品D,32552,119,21792,10760,销售部,西南
2022-02-09,产品E,9429,390,4669,4760,销售部,华中
2022-02-10,产品A,36298,434,23505,12793,销售部,华东
2022-02-11,产品B,6772,126,2956,3816,销售部,华北
2022-02-12,产品C,36732,491,20269,16463,销售部,华南
2022-02-13,产品D,32822,77,13916,18906,销售部,西南
2022-02-14,产品E,24563,297,10724,13839,销售部,华中
2022-02-15,产品A,29763,150,20266,9497,销售部,华东
2022-02-16,产品B,29179,155,14102,15077,销售部,华北
2022-02-17,产品C,36262,399,14508,21754,销售部,华南
2022-02-18,产品D,13330,263,7741,5589,销售部,西南
2022-02-19,产品E,28286,476,14593,13693,销售部,华中
2022-02-20,产品A,14828,476,6784,8044,销售部,华东
2022-02-21,产品B,40256,139,21954,18302,销售部,华北
2022-02-22,产品C,47332,424,28802,18530,销售部,华南
2022-02-23,产品D,26032,480,12280,13752,销售部,西南
2022-02-24,产品E,30794,158,13438,17356,销售部,华中
2022-02-25,产品A,29861,380,13536,16325,销售部,华东
2022-02-26,产品B,24291,106,13428,10863,销售部,华北
2022-02-27,产品C,35406,49,22808,12598,销售部,华南
2022-02-28,产品D,2382,389,1171,1211,销售部,西南
2022-03-01,产品E,42779,429,23875,18904,销售部,华中
2022-03-02,产品A,16422,494,10936,5486,销售部,华东
2022-03-03,产品B,6693,265,3067,3626,销售部,华北
